username,userid,profile_location,created_at,text,retweet_count,source,coordinates
堂本かおる,49212748,"Harlem, New York",2023-01-22 03:24:18,New York City to Open Migrant Shelter at Brooklyn Cruise Terminal https://t.co/Im7uL0MY2I,2,Twitter Web App,
me,4822780761,"New York, NY",2023-01-22 03:24:03,@prageru Feed the homeless to the hungry?  2 problems one stone?,0,Twitter for iPhone,
chris cornell,102183060,"Jersey City, NJ",2023-01-22 03:15:31,"@prageru You can’t do anything, politicians want people to be homeless so they can sell contracts to their friends… https://t.co/NH2F1GC1Ku",0,Twitter for iPhone,
Eric,3136129337,"New York, USA",2023-01-22 03:11:29,@johnmartinez55 @NFLonCBS His best QB pre Mahomes was a homeless mans Dak Prescott in McNabb wboncouldn't throw and… https://t.co/RbFs6OeLfR,0,Twitter for Android,
OP_Live_Laughs,1029522381201657856,New York City ,2023-01-22 03:03:41,"I want to teleport somewhere. But not with this insane homeless dude. 
#oplive #oplivenation #onpatrollive",0,Twitter Web App,
nbme,789628848539328512,"New York, NY",2023-01-22 02:57:53,"@nycgov Manhattan is dirty, stinks of marijuana, homeless and crime everywhere!! City has been ruined in last few years.",0,Twitter for iPhone,
Great-Auntie of the Universe,921271634,New York,2023-01-22 02:56:02,"@TudorChick1501 Colorism. My grandmother left home when her white father died and her mother, left homeless, marrie… https://t.co/nYxm44uJmF",0,Twitter Web App,
Deborah Padgett,2233827930,"Manhattan, NY",2023-01-22 02:55:08,@homeless_new @lian_yamouer @judgeglock 3/ As to the growing call for involuntary commitment (why call it by any ot… https://t.co/SUS2Nz22YA,0,Twitter Web App,
Deborah Padgett,2233827930,"Manhattan, NY",2023-01-22 02:52:18,@homeless_new @lian_yamouer @judgeglock 2/Housing First can apply to anyone without a home--what happens next depen… https://t.co/eXbfLJ8RH6,0,Twitter Web App,
Bryan Fields,43379004,NYC,2023-01-22 02:52:00,@Homeless_72 Ya man you know me,0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 02:50:53,"@DavidFBrand @michebocanegra @Gothamist At least initially. (Why single men?)
https://t.co/nNJO409dad",0,Twitter for Android,
Deborah Padgett,2233827930,"Manhattan, NY",2023-01-22 02:49:56,@homeless_new @lian_yamouer @judgeglock 1/It feels awful being in the same sentence as Glock but more importantly I… https://t.co/aShL7cTNLq,0,Twitter Web App,
Mike,27017563,"Brooklyn, NY",2023-01-22 02:22:53,New York City to Open Migrant Shelter at Brooklyn Cruise Terminal https://t.co/dIcKO4b7JH,0,Twitter for Android,
OrangeU Going?,818504182843981824,"New York, NY",2023-01-22 02:00:08,"Learn from @JacquieSimone, #Policy Director at Coalition for the #Homeless about why so many New Yorkers are strugg… https://t.co/i8ZlNe98Af",0,OrangeU Going?,
Homeless_greek,2316308878,"New York, USA",2023-01-22 01:43:56,@DRonESPN @RothenbergESPN Game over,0,Twitter for iPhone,
jimmy ayala,39264668,New York,2023-01-22 01:34:33,@RBReich If the United States government is going to be giving money away to other countries instead of helping our… https://t.co/pyU8a1dyqI,0,Twitter for Android,
Josiah Haken,210254875,NJ/NYC,2023-01-22 01:31:55,"Right? I mean, if they could get 30,000 homeless New Yorkers housed, there would be more room for migrants. Seems l… https://t.co/r4rTd8qnZq",1,Twitter for iPhone,
Juan Pablo Palacio,423176278,"Jersey City, NJ",2023-01-22 01:12:12,@ClownWorld_ She wanna be homeless?,0,Twitter for iPhone,
Jin Kim 김진영,940770605187698689,"New York, NY",2023-01-22 01:12:06,@cassius_gregory @Bellend_Bob @xaustenxz @TheMarieOakes Lol yeah I suppose. Homeless ppl sleeping out in the street… https://t.co/zwoXJvUApk,0,Twitter for iPhone,
michael,17718804, New York,2023-01-22 01:08:55,"The biggest money Launderer on planet. If he enjoys being a gay porn actor , that’s his business.  Duping the west… https://t.co/Q4Rodcwu4e",1,Twitter for Android,
Tony Borelli,34782268,Jersey City,2023-01-22 01:04:26,"@presinzano4hob1 @bikejc @bikeweehawken @CitiBikeNYC Yup. Prisons, homeless “sweeps,” oil drilling, expanding the T… https://t.co/WoYfbqGdyX",0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 01:03:53,@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA @NormanSiegel @NYCLU @MaryBrosnahan @NYHomeless For an example of… https://t.co/auVJ6IHL1W,0,Twitter for Android,
"Carbunkle Trumpet, Esq",33912658,"Manhattan, NY",2023-01-22 01:02:57,@NYCMayor @Giants You really should be here addressing the homeless that have camped on the subways.,0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 00:59:50,@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA @NormanSiegel @NYCLU @MaryBrosnahan @NYHomeless Laws aren't always… https://t.co/GjXXi9kC3J,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 00:52:22,"@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA In 1999, NYC #MayorGiuliani said the homeless have no right to liv… https://t.co/uA5tPdItyf",0,Twitter for Android,
Yenn Euros,1610803885270073344,"New York, USA",2023-01-22 00:46:08,@Wrekonize 💯 imagine being homeless with children ….. sheesh,0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 00:43:33,"@No1RDunn @UnsafeStreetsUS @UCLA_Grad @MayorOfLA @TraciParkforLA A very eloquent answer, especially for those who t… https://t.co/kpt26sutzF",0,Twitter for Android,
Peter Moskos,412429578,"New York, NY",2023-01-22 00:35:00,"When the state fails.
Neighbors were familiar with the woman and had heard her scream at night. “She needs help.""… https://t.co/uERCOGBKhx",1,Twitter Web App,
Casey Golden,176288383,"New York, NY",2023-01-22 00:33:28,"The homeless teen who created Louis Vuitton, started his journey in 1835. Struggling as a child on the streets of P… https://t.co/TpufOu81P3",1,Twitter for iPhone,
Luxlock,720001622189948928,"New York, NY",2023-01-22 00:26:34,"The homeless teen who created Louis Vuitton, started his journey in 1835. Struggling as a child on the streets of P… https://t.co/NHmCesgPFT",1,Twitter for iPhone,
Homeless_greek,2316308878,"New York, USA",2023-01-22 00:10:55,@DogLovers03 Why so serious,0,Twitter for iPhone,
NYCT Subway,66379182,New York City,2023-01-22 00:10:25,"@SamAntar Hi Sam, we escalated the previous report a few hours ago to NYC Dept of Homeless Svcs. We'll get this esc… https://t.co/bxyzvUvcU9",1,Verint Messaging,
Sam E. Antar,17893558,"New York, NY",2023-01-22 00:09:24,I end my evening where it started. A couple of hours ago I tweeted about a “mini homeless shelter” on the 6 train s… https://t.co/wNqCShrEtN,1,Twitter for iPhone,
dean,1520071412337229827,"New York, USA",2023-01-22 00:03:24,@ClutchLikeRomo Homeless man’s Tavon Austin,0,Twitter for iPhone,
JAY TORIN🌑🌒🌓🌔🌕🌖🌗🌘🌑,1609989462515224579,"New York, USA",2023-01-22 00:02:58,"@BugdenSteven Has anyone notice that the GOP keep getting more and more extreme. 
Why are they trying to starve peo… https://t.co/SiUn6Nrq6p",0,Twitter for Android,
JQ LLC,1392942973499936768,Queens,2023-01-21 23:58:10,She was transferred to a real women's shelter and found residents still wearing hospital gowns. Which sounds like t… https://t.co/nouuvvjfq1,0,Twitter Web App,
JQ LLC,1392942973499936768,Queens,2023-01-21 23:58:09,It gets a lot worse. The homeless shelters she went to run by Help USA is partially owned by Andrew Cuomo's sister… https://t.co/tJXLC2rGdi,0,Twitter Web App,
S ̿̿̿̿̿̿(ಠ@ಠ) ̿̿̿̿̿̿M,1595263453215817728,"New York, New York ",2023-01-21 23:42:44,Downtown Seattle sees stores close as homeless deaths soar | It’s sad to see my former stomping ground descend into… https://t.co/nHrXqExgVW,0,Twitter for iPhone,
Steven Sanzone,1539589120611287043,"Brooklyn, NY",2023-01-21 23:40:10,@POTUS Help the homeless in this country,0,Twitter for Android,
Steven Sanzone,1539589120611287043,"Brooklyn, NY",2023-01-21 23:39:52,@POTUS Help the homeless in this country,0,Twitter for Android,
NYT Metro,15222806,New York City,2023-01-21 23:30:02,"With New York City at “its breaking point,” Mayor Eric Adams announced on Saturday that the city would open a new e… https://t.co/MfZeUwDRWJ",0,SocialFlow,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 23:25:56,"@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA @TraciParkforLA An example of a ""general breakdown of law and orde… https://t.co/iOagEniIDC",1,Twitter for Android,
TC resides in Florida Big Mets Fan Go Joe B!,943530227350765568,Brooklyn,2023-01-21 23:24:57,@JustAMomNamedMM It’s true More common then you know Have friend who is homeless Her children who were raised by he… https://t.co/4goiRyGihK,0,Twitter Web App,
Law & Crime,4068337756,"Manhattan, NY",2023-01-21 23:23:32,"Homeless Woman Indicted in the New Year’s Eve Knife Slayings of Couple in Florida Retirement Home
https://t.co/3pupxW0Off",3,Twitter Web App,
MichaelDoyleMichaelDoyle,320920718,"New York, NY",2023-01-21 23:22:19,"@verymoisturized You get the homeless in there screaming and causing scenes for no reason, I’ve seen many fights. B… https://t.co/hFdvC6ooyG",0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 23:22:00,"@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA @TraciParkforLA Homework. This is a Program of No, each point deny… https://t.co/K8LqL0qdws",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 23:18:55,@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA And how much time have you spent reading about the impact LA has o… https://t.co/ar7AsncW1i,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 23:14:39,@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA Is that all there is? I have a long list of questions that often s… https://t.co/wMCeR4fd8G,1,Twitter for Android,
"Beverly Perez,",1602465570913484800,"New York, USA",2023-01-21 23:14:15,@KarensGoneWld Honestly she might be homeless.,0,Twitter for Android,
CatLady12,1422827797454729216,"Manhattan, NY",2023-01-21 23:13:45,Most homeless people have mental illness. All mentally ill people were kicked out of the sanitariums in the late 19… https://t.co/vlqrJSsGtQ,18,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 23:02:33,@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA Rita: nobody refuses housing (except someone with walking impairme… https://t.co/1jw7nAPLZf,0,Twitter for Android,
Adolf Walter Jr.,30839059,NYC,2023-01-21 22:58:37,Downtown Seattle sees stores close as homeless deaths soar https://t.co/4nFPr4w0bS,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 22:58:08,"@MayorOfLA A human being died, one of 3 in Sherman Oaks recently, 5 die a day in Los Angeles, and Fox LA runs a sto… https://t.co/HMX1gfActy",0,Twitter for Android,
Ck1md,1510377643115438091,"New York, USA",2023-01-21 22:57:45,"@mmpadellan @Jim_Jordan Source: 
https://t.co/hfuPKMEcYA",1,Twitter for iPhone,
Karin Bellantoni,157749914,"New York, USA",2023-01-21 22:46:17,"It's an amazing opportunity, indeed. https://t.co/G2m45DC2MU #goodnews #positivenews #actsofkindness https://t.co/rqqxxQK4s8",0,Buffer,
The Legal Aid Society,802913449,New York City,2023-01-21 22:44:51,"Instead of wasting more taxpayer dollars on HERRCs and jeopardizing the safety of migrants in need of relief, the C… https://t.co/Kkz4Ckhhxf",5,Twitter for iPhone,
Great Caesar's Ghost,1112447098681806848,"New York, USA",2023-01-21 22:38:37,@seanhelaosouse The Bay Area is one of the last bastions of civilization (except for the a hole) who hosed down tha… https://t.co/6iwrMfZSPg,0,Twitter for Android,
Park Slope Pile,4627742963,"Park Slope, Brooklyn",2023-01-21 22:17:27,@NikolasKozloff And like her Marxist mentor and speed camera ticket clown @bradlander  @ShahanaFromBK will do nothi… https://t.co/InXHOrQrPH,1,Twitter for iPad,
General Ty 👑👑❤️❤️,182467615,"New York, USA",2023-01-21 22:17:19,Socks tee shirts water bottles sometimes mealtickets...4 the homeless... simple acts of kindness,0,Twitter for Android,
Sue Bailey,1261707766420443136,"Manhattan, NY",2023-01-21 22:16:15,@gofundme So you’re still not going to make Santos pay back the money her got by fraud for the homeless vet’s dog (… https://t.co/EQ92bpbfw8,0,Twitter for iPhone,
sam,23542279,new york,2023-01-21 22:16:04,"the big push we’ve been seeing to put more cops on the subway is about making people FEEL safe, the cops aren’t act… https://t.co/xEYb5Xp6Ds",1,Twitter for iPhone,
Andi 🇦🇱🇺🇦,1374052664,NYC,2023-01-21 22:08:29,there should be yelp for homeless people so you can leave good ratings for the nice ones,1,Twitter for iPhone,
Benjamin בִּנְיָמִין,993891424956534788,Brooklyn,2023-01-21 22:06:17,@maxwellcyoung If it was yours I would've kept the $ to donate it. You work for a pig admin that brutalizes the hom… https://t.co/MBnfkVPKyQ,0,Twitter Web App,
Democracy Not Plutocracy 🌊 🌊 🌊,17486154,NYC,2023-01-21 22:04:59,@tomaskenn @The1wiggin They are going to have a big homeless problem in short order.,2,Twitter for iPhone,
Yenn Euros,1610803885270073344,"New York, USA",2023-01-21 21:52:36,I really feel like how #kanyewest …. Just the homeless version 💯,0,Twitter for iPhone,
West Side Community Organization,1295458281381601281,"Upper West Side, Manhattan",2023-01-21 21:47:20,Ummm yep.  Hello nyc- we already know this. 4 walls is not treatment.  Homeless industrial complex knows this as we… https://t.co/8Zfe50eL5h,1,Twitter for iPhone,
The Daily Beast,16012783,"New York, NY",2023-01-21 21:40:07,"“He showed up at work the other day dressed like John Fetterman. Kind of a homeless vibe, he was wearing a hoodie w… https://t.co/lbDBy49Cv0",4,SocialFlow,
Ayana Harry Dudley,100349032,NYC,2023-01-21 21:19:07,NEW: NYC will open the newest migrant relief center for asylum seekers at the Brooklyn Cruise Terminal. The just an… https://t.co/cNDX2rrNLN,2,Twitter Web App,
Michael Miller,1569848755893018626,"New York, USA",2023-01-21 21:14:52,Just saw a kid holding up a cardboard sign on the of the road. MF’s really training to be homeless. #floridacore,0,Twitter for iPhone,
Sam E. Antar,17893558,"New York, NY",2023-01-21 21:14:22,New mini homeless shelter on 6 train station at 28th street and Park Ave South. An empty booze bottle is in the buc… https://t.co/3ZbvoOSdFz,2,Twitter for iPhone,
Austin Frost,1612586692807909377,"New York, USA",2023-01-21 21:07:02,@elonmusk @ScottAdamsSays Same my hear has been off ever sense my second Mederna shot needed it to keep my job in N… https://t.co/y3NDrAoNJj,0,Twitter for Android,
SBV AL,53586319,"Bronx, NY",2023-01-21 21:03:52,"😂 Starting To Think Fashion Just A Way To Get People To Look Homeless , Or Like Construction Workers https://t.co/32axP6bGSo",0,Twitter for iPhone,
New York City 311,37683414,New York City,2023-01-21 21:00:38,".@NYCDHS’s Code Blue is in effect until tomorrow, Sunday, January 22 at 8:00 AM. If you see a homeless person outsi… https://t.co/Mbpayq3iqK",6,Hootsuite Inc.,
Shaq 😘,231371386,"Brooklyn, NY",2023-01-21 20:55:25,"@VP 
@SenSchumer 
@ReElectNydia 
@NydiaVelazquez 
@RepMaxineWaters 
@GovMurphy 
@NYSComptroller 
@CoryBooker… https://t.co/sLtz66sIKO",0,Twitter for iPhone,
Ant McQueen,3405634305,"New York, USA",2023-01-21 20:49:06,@boxing_bird81 Let’s say you were homeless and on medication. To weapon something like that against someone is just… https://t.co/PtYyYku8Qk,0,Twitter for iPhone,
𝘫𝘦𝘳𝘦𝘮𝘺 𝘭.,427878481,New York City,2023-01-21 20:44:43,"@MollyJongFast @AdamKinzinger And it’s so damn amusing and fun to watch. In less than a month: fake resume, mom dyi… https://t.co/i1U6xaVFnC",0,Twitter for iPhone,
Joe Giannotti,152117099,"New York, USA",2023-01-21 20:41:05,"@TianneAlbrow @FreedomForMD @calmasabomb2 @healthbyjames @TianneAlbrow Also, I’m not married and do not have childr… https://t.co/PMvZCp5Jmg",0,Twitter for iPhone,
TheSiz,1543518986767400962,Bronx,2023-01-21 20:20:55,"@808Trucker @DailyLoud OK, you start.

You give a very large percentage of your entire worth to homeless shelters or some shit.",0,Twitter Web App,
NyMetsFan,942177167257034752,"Brooklyn, NY",2023-01-21 20:20:03,"Elections have consequences. 

Downtown Seattle sees stores close as homeless deaths soar https://t.co/u5uwQ7gGcw v… https://t.co/GCpYeziHrA",0,Twitter for Android,
Prophetess Joszann Esther,537368566,New York City,2023-01-21 20:14:54,"I’m homeless, I worked. No one paid me. They paid their workers for the last two years. No one gave me a cent to pay a bill. #Wicked",0,Twitter for iPhone,
Mrs Maintenance,1613260796489768963,United States,2023-01-21 20:03:18,Yup yup yup the homie messed up everything yup I see .I can still read too hearing ain't so good but homeless peopl… https://t.co/iLQZECRfcW,0,Twitter for Android,
Lard Byron,1967827110,"New York, USA",2023-01-21 19:55:31,@CNN Just pay the fucking homeless people already.,0,Twitter Web App,
Bronxbombersfanpage,1308597708811366401,"Bronx, NY",2023-01-21 19:52:15,@NY_sportsfan17 @UzikilI @jamesfowla @Yankees @Giants Buddy the only thing people care about in NYC is LGBTQ+ and s… https://t.co/dx6jR1ffNl,0,Twitter for iPhone,
Mickey Z.,1486458039779696643,NYC,2023-01-21 19:48:12,#BeKind #Homeless #artists #artistsontwitter #artistsupport #postwoke #mickeyz #podcast #intellectualselfdefense… https://t.co/o4C2JqXjvJ,0,Twitter Web App,
Carl Quance,1603899607288774658,"New York, USA",2023-01-21 19:44:16,That’s rich… as the Biden policies have caused an astronomical explosion of homelessness and panhandling across Ame… https://t.co/L8wA7ygDeM,0,Twitter for iPhone,
She Scream Papii,55066909,Bronx NY,2023-01-21 19:40:21,@KayEvan52393745 @ReeshaHasha I would buy furniture for my new apartment I soon move into after being homeless for the last year,0,Twitter for iPhone,
JQ LLC,1392942973499936768,Queens,2023-01-21 19:36:23,@criticalurban These people would be homeless yelling at random commuters on the streets and subways if not for privilege and social media.,1,Twitter Web App,
Gossip Girl ➐,1357903779249721345,"New York, NY",2023-01-21 19:35:27,@Jim_Jordan is it really though? when you ignore the dying children? when you ignore giving aid to the homeless but… https://t.co/a8Ce3Bpnln,0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 19:35:23,"""The only humane thing to do is get [the homeless] treatment now"". Baloney. The only humane thing to do is get them… https://t.co/R9kUFTla9R",10,Twitter for Android,
b l a c k 🇯🇲,368512101,Jamaica,2023-01-21 19:26:05,"Well guess what,

The poor and homeless,
The babies who just born
The old and near dead

Yall gotta fork out y'alls… https://t.co/sguGmBLtic",0,Twitter for Android,
MOZZ NYC,1474728486484992005,NYC ,2023-01-21 19:25:39,@CriscuitTweets @SkipTheArtist21 @airrack @pizzahut 1% of all total sales are donated to hunger relief. Not profits… https://t.co/kJfKdwpaXM,3,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 19:16:14,"@UnsafeStreetsUS But how are you going to remove homeless people from the subway without going after them?

And why… https://t.co/eWQ3eFXCmL",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 19:13:41,"@UnsafeStreetsUS @CurtisSliwa @NYCMayor @NYCDSSCommr @NYCCHR I believe the numbers of homeless people who are ""ment… https://t.co/eJOTC7hEep",0,Twitter for Android,
The New York Sun,10105942,"New York, NY",2023-01-21 19:13:01,San Francisco business owners already harmed by Covid are having to play social worker and security guard to the un… https://t.co/9Nqj8gkWin,1,Buffer,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 19:11:23,"@UnsafeStreetsUS Right. Go after the grifter shelter operators, not after their victims, homeless folks and taxpaye… https://t.co/sOUoWPlWMa",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 19:09:10,@UnsafeStreetsUS Call local and national politicians to #HouseTheHomeless and #EndHomelessness. No homeless people… https://t.co/9em23IPYHv,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 19:05:40,@Justice314Lady Good to know what you can find out if you #FollowTheMoney :-).,0,Twitter for Android,
jon pol lacuesta,4243056317,"New York, NY",2023-01-21 19:03:46,@JoeBiden Haven’t been to NYC yet? There’s potholes every 5 inches😂😂 no more money for infrastructure though I bet.… https://t.co/Y8PYgpqGao,0,Twitter for iPhone,
Alix Strauss,27902607,NYC,2023-01-21 18:56:58,"@janieDbakes was 25 &amp; homeless when she got sober. A severe alcoholic, she turned to baking. What started in her ap… https://t.co/HG8DISE6Uv",0,Twitter Web App,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 18:53:44,@Justice314Lady Not only that; false accusations are still believed and acted on.,0,Twitter for Android,
BlkEsquire... 💭⚖️,65769366,"New York, USA",2023-01-21 18:52:58,"Notice how even in democrat led state/city jurisdictions, there is still a lack of affordable housing &amp; impactful r… https://t.co/wX34GwT61S",1,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 18:51:30,"@KarinaA43194284 ""We shouldn't build shelters, we should fight for the #RightToHousing"", but then they build neither shelters nor housing?",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 18:38:43,"@UnsafeStreetsUS Substance-abuse shelters require #CASAC and other specially trained staff, a higher staff to clien… https://t.co/K5yPuYU1lJ",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 18:36:06,"@UnsafeStreetsUS ... ""495 of 600 homeless individuals who were placed in substance abuse shelters (83%) were not di… https://t.co/IWoBk9vxlF",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 18:35:07,"@UnsafeStreetsUS This? It says nothing about MICA shelters, as if they didn't exist; doesn't say how many people wi… https://t.co/kGmhqKZL9z",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 18:28:31,"@UnsafeStreetsUS The #Callahan consent decree provides for no exceptions. Homeless is homeless, and every homeless… https://t.co/OX9zBv5Nvg",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 18:23:33,@CurtisSliwa @UnsafeStreetsUS @NYCMayor @NYCDSSCommr Or because they complained to the @NYCCHR about illegal source… https://t.co/502McJdgGQ,0,Twitter for Android,
Len,1240136673498935297,"New York, USA",2023-01-21 18:21:07,"@JoeBiden Tone deaf. People are struggling big time and so many. Real wages does, prices way up, housing shortage a… https://t.co/ARGo8Pv5Bk",0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 18:20:51,"@CurtisSliwa @UnsafeStreetsUS @NYCMayor @NYCDSSCommr Or because they got #CityFHEPS vouchers, applied, and are now… https://t.co/4M46OVYgt3",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 18:18:40,"@CurtisSliwa @UnsafeStreetsUS @NYCMayor Because NYC DHS-funded shelters are rundown and dangerous and @NYCMayor
and… https://t.co/kQFdbQuuun",1,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 18:15:32,@PinkWarriorSis @yoooitzmaida @CurtisSliwa @NYCMayor Most unsheltered homeless people in NYC have been in shelters… https://t.co/mLwKJ1S54u,0,Twitter for Android,
Kevin Groh,161527155,"New York, NY",2023-01-21 18:14:02,"The data is pretty clear—rates of substance abuse, mental illness, and even poverty are poor predictors of rates of… https://t.co/7GsKOyjAua",0,Twitter for iPhone,
Kimberley Locke,18744189,"New York, NY",2023-01-21 18:12:27,@AaronPeskin @sfbos @SFPDCentral @SF_DPH Do they ever mention the name of the homeless woman? Did they leave her on the street?,0,Twitter Web App,
NYC Colourz,597443816,"New York, NY",2023-01-21 18:10:19,@BornAKang Y’all need to stop the bullshit!! Since when a homeless person is sleeping on the streets butt naked LMM… https://t.co/IvcmHGuB4k,0,Twitter for iPhone,
"Back on the Sauce, and loving it! 🇺🇦",1044763850036445185,New York,2023-01-21 18:00:54,"@RepSantosNY03 did you steal the socks off of a homeless person?

I could see you doing that.",0,Twitter Web App,
C2C3,1186269996168691719,"New York, NY",2023-01-21 17:58:11,"@yoooitzmaida @CurtisSliwa @NYCMayor If there are such resources, officials need to seek to understand why homeless… https://t.co/cfDhRfH3D1",0,Twitter for iPhone,
GTRxMan 🇺🇸 🇮🇹 🇵🇱,371535654,NYC,2023-01-21 17:50:20,"@GDebatta ""Homelessness"" is a convenient way to obscure the real problem of drug abuse. Most of the ""homeless"" peop… https://t.co/mY9ozZrqIx",0,Twitter for Android,
PassTheMic,1604487328684294146,"New York, USA",2023-01-21 17:50:16,@cturnbull1968 @CollinRugg Im sorry that happened to you. I didn’t realize you were homeless 😳,0,Twitter for iPhone,
Soulsliver2012,1559297252513939460,"Newark, NJ",2023-01-21 17:46:17,Is Seattle finished? Crime-ridden woke city's dying downtown loses flagship Nike store and multiplex cinema - as nu… https://t.co/ynCQhMrsHv,0,Twitter for iPhone,
Jason Curtis Anderson,1241570477086310401,NYC,2023-01-21 17:29:53,I just walked by a homeless man on 86th street who was singing soul music on the corner. The most common response t… https://t.co/A7ac5xYFES,14,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 17:13:47,"@UnsafeStreetsUS Under NYC #RightToShelter, the city (with state money) must find room in shelters or hotels, but p… https://t.co/q4Acp0QGi9",0,Twitter for Android,
Good Morning America,22650211,"New York, NY",2023-01-21 16:58:49,"""I'm just really grateful that there are people that understand that dogs are family members."" 

An Australian Shep… https://t.co/Wm7XRajLBx",11,SnapStream TV Search,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 16:53:47,"@joeorephoto And then the same city that refused to help them with housing, safe and welcoming shelter, pocket mone… https://t.co/Vaopm6MKfE",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 16:44:36,"Folks with new apartments or rooms, housing vouchers, or reasonable hope for vouchers: read this thread for pointer… https://t.co/7dk3S78Qcu",0,Twitter for Android,
Joe Giannotti,152117099,"New York, USA",2023-01-21 16:32:05,@calmasabomb2 @healthbyjames (1/) I was very peer-pressured and I walked out of a job that I had for 17 years. I wo… https://t.co/iz6H5xDytn,2,Twitter for iPhone,
Jason Gottlieb,229866044,"New York, NY",2023-01-21 16:23:42,"@cryptoecongames Tons of downsides, I agree! Housing (like I said) is small &amp; expensive. *Everything* is expensive.… https://t.co/hbfRsKGmBO",0,Twitter for iPhone,
Alix Strauss,27902607,NYC,2023-01-21 16:12:08,"@janieDbakes was 25 &amp; homeless when she got sober. A severe alcoholic, she turned to baking. What started in her ap… https://t.co/f4mhR5kDmz",0,Twitter Web App,
Rob Pregon,1591183724263215104,"Bronx, NY",2023-01-21 16:10:45,"@Godsentporter okay.! Maybe we can set up something really nice for the starving people, cold, homeless people. I w… https://t.co/JFkKjDAmzd",0,Twitter for iPhone,
Daily Mail US,380285402,New York,2023-01-21 16:10:44,Crime-ridden Seattle loses Nike store and multiplex cinema - as number of homeless deaths soar https://t.co/mP40w6COMJ,7,SocialFlow,
Alphonso SYVILLE,1363136898710044672,"Brooklyn, NY",2023-01-21 16:08:23,"@NYCMayor @NYCMayorsOffice 
THAT RALLY FROM THE NYC LEGAL HOMELESS COMMUNITY COMING TO CITY HALL SOON

😈AND WE GONN… https://t.co/a8Hxg340XN",0,Twitter for Android,
Alphonso SYVILLE,1363136898710044672,"Brooklyn, NY",2023-01-21 16:06:44,"@NYCDSSCommr @NewYorkStateAG @NYCComptroller @NYSComptroller 
THE LEGAL NYC HOMELESS PROBLEMs BEEN HERE WAY B4 THE… https://t.co/8EZxeIfNn1",0,Twitter for Android,
Alphonso SYVILLE,1363136898710044672,"Brooklyn, NY",2023-01-21 16:06:43,Is NYC Violating Right to Shelter Law? Woman Sleeps in Car Due to ‘Inhumane' Conditions https://t.co/tHR8TJz3wk… https://t.co/eIxmc33AO5,1,Twitter for Android,
City Limits,82296803,New York City,2023-01-21 16:02:21,The same day Mayor Adams unveiled a preliminary budget focused on “fiscal discipline” &amp; 2 days after Gov. Hochul la… https://t.co/tD1nYInFbF,0,Hootsuite Inc.,
